-5.01
-5.10
-6.15
-6.30
-6.22
-5.80
-5.92
-4.82
-5.15
-5.57
-5.82
-5.85
-5.40
-5.38
-6.10
-5.01
-5.82
-6.05
-5.60
-5.21
