-4.91,-4.810105837093974
-6.52,-6.419831926202658
-5.42,-5.319937970329153
-5.39,-5.2895562991255
-4.51,-4.60994529937019
-5.82,-5.719717002719021
-5.7,-5.5999710250962895
-5.21,-5.10971036595372
-6.15,-6.0499228288380795
-6.1,-6.000050502589385
-4.56,-4.660024566952495
-4.51,-4.609876592154495
-4.41,-4.5100094942721665
-5.92,-5.820072404721732
-5.54,-5.439885677251233
-5.29,-5.189625814277851
-5.89,-5.950026960353293
-4.55,-4.650190442659547
-4.99,-5.0902812036310605
-6.1,-5.999611459598729
-5.85,-5.749833800045533
-5.12,-5.088819336886708
-5.12,-5.019516078664377
-5.15,-5.059032511861018
-4.44,-4.538335939597314
-4.75,-4.850002427215646
-5.85,-5.74984504624674
-4.65,-4.749778631508132
-5.82,-5.719755060588554
-4.59,-4.689758862157841
-4.51,-4.60978466616798
-5.62,-5.519984886142026
-5.74,-5.640114451061909
-5.92,-5.820065238150078
-4.65,-4.750171413152418
-4.7,-4.800335737465177
-6.15,-6.0497790199639105
-6.1,-5.999660419697266
-4.54,-4.639883168086461
-6.15,-6.049754028838411
-6.3,-6.200300681670774
-5.3,-5.37063660652703
-4.8,-4.722245093976353
-4.94,-5.040184551812405
-6.15,-6.050073775145929
-6.3,-6.1997082365706575
-5.25,-5.2414914564395225
-4.77,-4.870248736859983
-4.52,-4.620052333105451
-6.05,-5.950026960353293
-4.52,-4.619714539558363
-4.74,-4.84022797956816
-5.47,-5.527902124225221
-4.71,-4.754367780083635
-4.82,-4.920248688122246
-5.38,-5.280047646028029
-4.61,-4.597040775830806
-4.89,-4.9896660952375465
-4.63,-4.730251252988693
-3.78,-3.880193081566509
-5.57,-5.440093411102155
-4.35,-4.450054911969358
-6.3,-6.199847441393556
-6.05,-5.94997608350473
-4.97,-5.070371301977568
-4.61,-4.646313727850359
-5.68,-5.595017435777837
-6.05,-5.94993463179241
-4.63,-4.730180130771138
-4.59,-4.690374920116094
-4.94,-5.040317189425091
-4.57,-4.670041281818702
-5.74,-5.648854520264143
-5.82,-5.719998573282664
-4.44,-4.540293421458395
-4.05,-4.1500050171761425
-5.34,-5.440093411102155
-4.62,-4.720072515736648
-4.7,-4.800288164585316
-4.67,-4.770439704784234
-4.55,-4.6497642463714755
-4.49,-4.5902505035197905
-5.68,-5.579934232385816
-5.26,-5.159970559377005
-4.83,-5.159970559377005
-4.96,-5.060069418794659
-5.41,-5.310396396707724
-4.82,-4.920241315623838
-4.76,-4.859911847185321
-6.15,-6.049931803674664
-4.92,-5.020091149749696
-5.08,-5.179840639082858
-4.52,-4.620187096663342
-6.05,-5.949617985123188
-5.21,-5.109826408719767
-6.1,-6.00014424905196
-4.16,-4.260248012566868
-6.15,-6.050072471989071
-4.94,-5.040106934509634
-4.9,-4.999598360055417
-6.22,-6.119933862945792
-4.89,-4.990380887157929
-4.53,-4.630001902918053
-5.21,-5.309899175673116
